LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003389785-0001-4,ZORBAS  MEDITERRANEAN FOOD,,10024 COMMERCE AVENUE,TUJUNGA,91042-2304,10024 COMMERCE 91042-2304,10335 FLORALITA AVENUE,SUNLAND,91040-1815,722110,Full-service restaurants,0,09/01/2023,,POINT (-118.2883 34.251)
0003389995-0001-4,YOUNGS SUSHI INC,,11269 VENTURA BLVD,STUDIO CITY,91604-3136,11269 VENTURA 91604,15041 OLIVE LANE,LA MIRADA,90638-1305,722110,Full-service restaurants,4,10/08/2023,,POINT (34.1412 34.1412)
0003390017-0001-1,ETRA LLC,ETRA,737 N WESTERN AVENUE SUITE #B,LOS ANGELES,90029-3725,737 WESTERN 90029,,,,722110,Full-service restaurants,13,10/24/2023,,POINT (34.084 34.084)
0003390047-0001-2,SAPP COFFEE SHOP LLC,,5183 HOLLYWOOD BLVD,LOS ANGELES,90027-6113,5183 HOLLYWOOD 90027-6113,,,,722110,Full-service restaurants,0,09/01/2023,,POINT (-118.3032 34.102)
0003390053-0001-8,KAY ROUNDS AGENCY LLC,,130 S CORONADO STREET DEPARTMENT #107,LOS ANGELES,90057-1441,130 CORONADO 90057-1441,,,,722110,Full-service restaurants,0,01/06/2023,,POINT (-118.276 34.0682)
0003390063-0001-1,LA WINGS AND LA STEAKS LLC,LA WINGS AND LA STEAKS,1111 WILSHIRE BLVD SUITE #104,LOS ANGELES,90017-1999,1111 WILSHIRE 90017,,,,722110,Full-service restaurants,1,10/04/2021,,POINT (34.0529 34.0529)
0003390140-0001-9,BOZA INCORPORATED,EL CHOCHERITA POLLOS A LA BRASA,13947 FOOTHILL BLVD SUITE #108,SYLMAR,91342-8134,13947 FOOTHILL 91342-8134,,,,722110,Full-service restaurants,0,08/24/2023,,POINT (-118.4373 34.3133)
0003390227-0001-1,AUNT YVETTES KITCHEN INC,,1743 COLORADO BLVD,LOS ANGELES,90041-1348,1743 COLORADO 90041,,,,722110,Full-service restaurants,14,09/01/2023,,POINT (34.1396 34.1396)
0003390234-0001-1,WELLNESS EATERY BRENTWOOD LLC,,13050 SAN VICENTE BLVD SUITE #112,LOS ANGELES,90049-4851,13050 SAN VICENTE 90049,7514 GIRARD AVENUE SUITE #1601,LA JOLLA,92037-5149,722110,Full-service restaurants,11,09/30/2023,,POINT (34.0481 34.0481)
0003390302-0001-0,718 HILL LLC,,718 S HILL STREET SUITE #100,LOS ANGELES,90014-2705,718 HILL 90014-2705,718 S HILL STREET SUITE #100,LOS ANGELES,90014-2705,722110,Full-service restaurants,14,09/01/2023,,POINT (-118.2546 34.0452)
0003390344-0001-3,SASAYA INC,SASAYA,11613 SANTA MONICA BLVD,LOS ANGELES,90025-2907,11613 SANTA MONICA 90025,1416 BARRY AVENUE APT #201,LOS ANGELES,90025-2327,722110,Full-service restaurants,11,08/04/2023,,POINT (34.0446 34.0446)
0003390472-0001-3,SIMPLY SALAD RESTAURANTS LLC,SIMPLY SALAD,334 S MAIN STREET #1101A,LOS ANGELES,90013-1357,334 Main 90013-1357,,,,722110,Full-service restaurants,14,12/31/2022,,POINT (-118.2465 34.0483)
0003390472-0002-1,SIMPLY SALAD RESTAURANTS LLC,SIMPLY SALAD,3660 WILSHIRE BLVD #101A,LOS ANGELES,90010-2719,3660 Wilshire 90010-2719,,,,722110,Full-service restaurants,10,12/31/2022,,POINT (-118.305 34.0609)
0003390472-0003-0,SIMPLY SALAD RESTAURANTS LLC,,645 W 9TH STREET #106,LOS ANGELES,90015-1660,645 9th 90015-1660,,,,722110,Full-service restaurants,14,12/31/2022,,POINT (-118.2606 34.0458)
0003390472-0004-8,SIMPLY SALAD RESTAURANTS LLC,,7758 DENSMORE AVENUE,VAN NUYS,91406-1919,7758 Densmore 91406-1919,,,,722513,Limited-Service Restaurants,6,05/06/2021,,POINT (-118.477 34.2112)
0003390495-0001-4,MAYRA CASTELLANOS,BLASTER KETTLE KORN,7942 JABONERIA ROAD,BELL GARDENS,90201-5553,7942 JABONERIA 90201-5553,,,,722110,Full-service restaurants,0,08/28/2023,,POINT (-118.1649 33.96)
0003390591-0001-4,WABI ON ROSE,,512 ROSE AVENUE SUITE #F,VENICE,90291-5834,512 Rose 90291-5834,,,,722110,Full-service restaurants,11,08/15/2020,,POINT (-118.4733 33.998)
0003390850-0001-0,INDIAN BY NATURE INC,INDIAN BY NATURE,17620 VENTURA BLVD,ENCINO,91316-3841,17620 Ventura 91316-3841,9238 VALJEAN AVENUE,NORTH HILLS,91343-3820,722110,Full-service restaurants,4,08/29/2023,,POINT (-118.5173 34.1621)
0003390876-0001-4,GERARDO GOMEZ SEDANO,HUARACHE ANTOJITOS MEXICANOS,1415 N AVALON BLVD,WILMINGTON,90744-1506,1415 AVALON 90744,,,,722110,Full-service restaurants,15,08/01/2023,,POINT (33.7917 33.7917)
0003390956-0001-5,FLORENTIN BAR LLC,,612 S BROADWAY SUITE #800,LOS ANGELES,90014-1807,612 Broadway 90014-1807,,,,722110,Full-service restaurants,14,08/30/2023,,POINT (-118.2526 34.0458)
0003390974-0001-3,PT LEVALLEY LLC,PETIT TROIS LE VALLEY,13705 VENTURA BLVD,SHERMAN OAKS,91423-3023,13705 VENTURA 91423,,,,722110,Full-service restaurants,4,04/18/2023,,POINT (34.1484 34.1484)
0003391001-0001-8,PT ORIGINAL LLC,PETIT TROIS HIGHLAND,716 N HIGHLAND AVENUE,LOS ANGELES,90038-3415,716 HIGHLAND 90038-3415,,,,722110,Full-service restaurants,13,04/18/2023,,POINT (-118.3382 34.084)
0003391013-0001-1,MIIRCH SOCIAL LA LLC,,612 S FLOWER STREET,LOS ANGELES,90017-2800,612 FLOWER 90017,3333 MICHELSON DRIVE SUITE #300,IRVINE,92612-1683,722110,Full-service restaurants,14,11/01/2023,,POINT (34.0495 34.0495)
0003391236-0001-8,SOCIAL PIES VI LLC,THE SOCIALE,6201 HOLLYWOOD BLVD SUITE #120,LOS ANGELES,90028-5363,6201 HOLLYWOOD 90028,,,,722110,Full-service restaurants,13,08/31/2023,,POINT (34.1019 34.1019)
0003391428-0001-0,JXW798HOLDING INC,,232 E 2ND STREET SUITE #C,LOS ANGELES,90012-4541,232 2ND 90012,1200 S FIGUEROA STREET APT #3119,LOS ANGELES,90015-4639,722110,Full-service restaurants,14,11/22/2023,,POINT (34.0493 34.0493)
0003391531-0001-0,SINGH BROTHERS USA INC,DELHI PALACE CUISINE OF INDIA,10110 TOPANGA CANYON BLVD,CHATSWORTH,91311-2801,10110 TOPANGA CANYON 91311,,,,722110,Full-service restaurants,12,09/01/2023,,POINT (34.254 34.254)
0003391821-0001-1,C & D HARVEST INC,WABA GRILL,611 S GAFFEY STREET,SAN PEDRO,90731-3026,611 GAFFEY 90731,,,,722110,Full-service restaurants,15,08/31/2023,,POINT (33.7386 33.7386)
0003391839-0001-1,PPO ON DEMAND,KOSHER MADNESS,6118 W PICO BLVD,LOS ANGELES,90035-2517,6118 PICO 90035-2517,,,,722110,Full-service restaurants,0,10/16/2023,,POINT (-118.3746 34.0527)
0003392124-0001-4,BIG 2024 LLC,33 TAPS DTLA,1240 S FIGUEROA BLVD,LOS ANGELES,90015-,1240 FIGUEROA 90015,,,,722110,Full-service restaurants,0,12/30/2023,,POINT (0 0)
0003392144-0001-1,HOUSE OF MANDI CORP.,HOUSE OF MANDI,1083 GAYLEY AVENUE,LOS ANGELES,90024-3401,1083 GAYLEY 90024-3401,,,,722110,Full-service restaurants,5,09/06/2023,,
0003392422-0001-0,TOKYO HAUS LITTLE TOKYO INC,TOKYO HAUS SUSHI & GRILL,123 ASTRONAUT ELLISON ONIZUKA STREET S SUITE #204,LOS ANGELES,90012-,123 ASTRONAUT ELLISON ONIZUKA 90012,,,,722110,Full-service restaurants,0,10/01/2023,,POINT (0 0)
0003392438-0001-1,RETROFOODS LLC,,11329 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601-3706,11329 MAGNOLIA 91601-3706,,,,722110,Full-service restaurants,0,07/01/2023,,POINT (-118.3783 34.1652)
0003392662-0001-1,ARARAT GRILL LLC,,11535 SHERMAN WAY,NORTH HOLLYWOOD,91605-5829,11535 SHERMAN 91605,,,,722110,Full-service restaurants,2,08/20/2023,,POINT (34.2015 34.2015)
0003392669-0001-2,LAUREL CULVER LLC,LAUREL GRILL,9300 CULVER BLVD UNIT #210,CULVER CITY,90232-2655,9300 CULVER 90232,8445 SANTA MONICA BLVD SUITE #1,WEST HOLLYWOOD,90069-4492,722110,Full-service restaurants,0,09/11/2023,,POINT (34.024 34.024)
0003392927-0001-3,CHINESE DELIGHT NH INC,CHINESE DELIGHT,5952 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-1007,5952 Lankershim 91601-1007,,,,722110,Full-service restaurants,2,09/21/2023,,POINT (-118.3827 34.179)
0003393038-0001-5,PINSTRIPES INC,IN CALIFORNIA AS PINSTRIPES BISTRO BOWLING AND BOC,6600 TOPANGA CANYON BLVD UNIT #1250,CANOGA PARK,91303-2609,6600 TOPANGA CANYON 91303-2609,1150 WILLOW ROAD,NORTHBROOK,60062-6819,722110,Full-service restaurants,3,09/12/2023,,
0003393396-0001-2,DTLA 686 LLC,DTLA KOREAN BBQ,686 N SPRING STREET UNIT #103,LOS ANGELES,90012-2835,686 SPRING 90012,,,,722110,Full-service restaurants,1,11/11/2023,,POINT (34.0596 34.0596)
0003393407-0001-2,EL TROCADERO KITCHEN AND BAR LLC,,24274 MAIN STREET,NEWHALL,91321-2911,24274 MAIN 91321,23743 LYONS AVENUE UNIT #220265,NEWHALL,91322,722110,Full-service restaurants,0,09/01/2023,,POINT (34.3784 34.3784)
0003393505-0001-1,KAGE WEHO LLC,,350 N LA CIENEGA BLVD,WEST HOLLYWOOD,90048-1925,350 LA CIENEGA 90048-1925,7703 MELROSE AVENUE,LOS ANGELES,90046-7315,722110,Full-service restaurants,5,08/16/2023,,POINT (34.0775 34.0775)
0003393525-0001-9,D & Y OROZCO INC,"LOS AMIGOS MEXICAN, SALVADORAN AND AMERICAN GRILL",5162 SEPULVEDA BLVD,SHERMAN OAKS,91403-1154,5162 SEPULVEDA 91403,,,,722110,Full-service restaurants,4,09/15/2023,,POINT (34.1643 34.1643)
0003393581-0001-2,WHALE AND ALE,,28745 N ENROSE AVENUE,RANCHO PALOS VERDES,90275-1617,28745 ENROSE 90275,,,,722110,Full-service restaurants,0,09/17/2023,,POINT (33.7545 33.7545)
0003393634-0001-6,MIGUEL ANGEL HERNANDEZ LOPEZ,LA TAZA DE CAFE,6801 HOLLYWOOD BLVD SUITE #307,HOLLYWOOD,90028-6143,6801 Hollywood 90028-6143,25023 PEACHLAND AVENUE UNIT #253,NEWHALL,91321-2519,722110,Full-service restaurants,13,09/18/2023,,POINT (-118.3395 34.1026)
0003393674-0001-1,SIMPLETHINGS RESTAURANT GROUP LLC,MELANIE,8310 W 3RD STREET,LOS ANGELES,90048-4311,8310 3rd 90048-4311,6230 WILSHIRE BLVD SUITE #44,LOS ANGELES,90048-5126,722110,Full-service restaurants,5,08/01/2021,,POINT (-118.3705 34.0725)
0003393722-0001-1,COOKIE ROSE SEAFOOD & SOUTHERN LLC,,11212 1/2 S CENTRAL AVENUE,LOS ANGELES,90059-1640,11212 CENTRAL 90059-1640,,,,722110,Full-service restaurants,15,09/18/2023,,POINT (-118.2539 33.9327)
0003393963-0001-7,AKBB RESTAURANT INC,,19346 RINALDI STREET,NORTHRIDGE,91326-1607,19346 RINALDI 91326-1607,,,,722110,Full-service restaurants,12,09/20/2023,,POINT (34.2747 34.2747)
0003393967-0001-5,FOR THE WIN 1 CORP,,1411 W SUNSET BLVD UNIT #K101,LOS ANGELES,90026-3431,1411 SUNSET 90026,,,,722110,Full-service restaurants,13,09/20/2023,,POINT (34.0748 34.0748)
0003394051-0001-8,HARSHARD & NASIR CORP,CARL'S JR FRANCHISE,19400 VENTURA BLVD,TARZANA,91356-3031,19400 Ventura 91356-3031,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,3,09/01/2023,,POINT (-118.5559 34.1722)
0003394082-0001-3,SANDRA LEMUS ABREGO,ANTOJITOS CHAPINES SANDRA,3333 N EASTERN AVENUE,LOS ANGELES,90032-1931,3333 EASTERN 90032,,,,722110,Full-service restaurants,14,09/20/2023,,POINT (34.0846 34.0846)
0003394404-0001-6,THE BIG FISH SUSHI LLC,THE BIG FISH SUSHI RESTAUTANT,12918 RIVERSIDE DRIVE,SHERMAN OAKS,91423-2210,12918 RIVERSIDE 91423-2210,,,,722110,Full-service restaurants,4,09/30/2023,,POINT (34.1573 34.1573)
0003394470-0001-3,BORDEAUX BANQUET HALL & RESTAURANT INC,,8351 SAN FERNANDO ROAD,SUN VALLEY,91352-3225,8351 San Fernando 91352-3225,,,,722110,Full-service restaurants,6,09/25/2023,,POINT (-118.3732 34.2216)
0003394483-0001-1,MONTEREY INC,MOON  HOUSE,11058 SANTA MONICA BLVD,LOS ANGELES,90025-3561,11058 SANTA MONICA 90025-3561,,,,722110,Full-service restaurants,0,10/01/2023,,POINT (-118.4435 34.0475)
0003394727-0001-1,HONG CHON,BITBOKKI,301 S WESTERN AVENUE SUITE #102,LOS ANGELES,90020-3816,301 WESTERN 90020,,,,722110,Full-service restaurants,10,10/03/2023,,POINT (34.0688 34.0688)
0003395284-0001-6,LA BASE LLC,DONERCITY,6323 HOLLYWOOD BLVD,HOLLYWOOD,90028-6302,6323 HOLLYWOOD 90028,584 CATALONIA,LAKE FOREST,92630-7622,722110,Full-service restaurants,13,09/01/2023,,POINT (34.1018 34.1018)
0003395349-0002-1,41 NORTH ENTERPRISES LLC,SUNSET GRILL,7439 W SUNSET BLVD,LOS ANGELES,90046-3403,7439 SUNSET 90046-3403,4909 GAVIOTA AVENUE,ENCINO,91436-1424,722110,Full-service restaurants,13,01/01/2025,,
0003395510-0001-7,UPPER CAFE LLC,UPPER CAFE,300 S HOBART BLVD SUITE #101,LOS ANGELES,90020-3600,300 HOBART 90020,,,,722110,Full-service restaurants,10,12/01/2023,,POINT (34.0687 34.0687)
0003395573-0001-2,EJ FRIDAY LLC,,4806 VINELAND AVENUE,NORTH HOLLYWOOD,91601-3828,4806 VINELAND 91601-3828,4806 VINELAND AVENUE,NORTH HOLLYWOOD,91601-3828,722110,Full-service restaurants,2,10/02/2023,,POINT (-118.3699 34.1578)
0003395677-0001-9,KEBAB KINGDOM LLC,,2216 N SAN FERNANDO ROAD,LOS ANGELES,90065-1232,2216 SAN FERNANDO 90065,,,,722110,Full-service restaurants,1,10/03/2023,,POINT (34.1037 34.1037)
0003395808-0001-4,PEDRO ROSALES MENCHU,EL DELICIOSO MEXICAN AND AMERICAN FOOD,1253 VINE STREET,LOS ANGELES,90038-1662,1253 VINE 90038,,,,722110,Full-service restaurants,13,10/03/2023,,POINT (34.0941 34.0941)
0003395853-0001-0,SRB TOGO MANAGEMENT INC,,3317 N MISSION ROAD UNIT #8,LOS ANGELES,90031-3183,3317 MISSION 90031-3183,,,,722110,Full-service restaurants,0,08/22/2023,,
0003395854-0001-4,CMB KTOWN LLC,,3421 W 8TH STREET FLOOR #2ND,LOS ANGELES,90005-5605,3421 8TH 90005,3435 WILSHIRE BLVD SUITE #2510,LOS ANGELES,90010-2011,722110,Full-service restaurants,10,11/01/2023,,POINT (34.0578 34.0578)
0003395968-0001-4,DIPLOMAT CAFE INC,,1777 WESTWOOD BLVD,LOS ANGELES,90024-5607,1777 WESTWOOD 90024,,,,722110,Full-service restaurants,5,10/01/2023,,POINT (34.0505 34.0505)
0003396019-0001-4,BUTCHR BAR LLC,,303 GLENDALE BLVD,LOS ANGELES,90026-5036,303 GLENDALE 90026,,,,722110,Full-service restaurants,13,10/31/2023,,POINT (34.0659 34.0659)
0003396032-0001-0,TC4 LLC,LA BETTOLA DI TERRONI,225 N LARCHMONT BLVD,LOS ANGELES,90004-3706,225 LARCHMONT 90004,7605 BEVERLY BLVD,LOS ANGELES,90036-2705,722110,Full-service restaurants,13,10/04/2023,,POINT (34.0753 34.0753)
0003396042-0001-3,FAT MONEY,FATBURGER/BUFFALO EXPRESS,4945 EAGLE ROCK BLVD UNIT #B,LOS ANGELES,90041-1906,4945 EAGLE ROCK 90041,,,,722110,Full-service restaurants,14,07/13/2020,,POINT (34.1358 34.1358)
0003396118-0001-8,LUCK THAI BBQ 456 LLC,HOUSE OF LUCK THAI BBQ,1924 W OLYMPIC BLVD,LOS ANGELES,90006-3704,1924 OLYMPIC 90006,,,,722110,Full-service restaurants,1,10/01/2023,,POINT (34.0507 34.0507)
0003396240-0002-9,AVOKAR INC,,12863 SHERMAN WAY,NORTH HOLLYWOOD,91605-5034,12863 Sherman 91605-5034,,,,722110,Full-service restaurants,2,05/01/2024,,POINT (-118.4133 34.2012)
0003396315-0001-1,AY MI PA NORTHRIDGE LLC,,9301 TAMPA AVENUE UNIT #128,NORTHRIDGE,91324-5704,9301 TAMPA 91324,3716 SPRUCE STREET,RIVERSIDE,92501-2138,722110,Full-service restaurants,0,12/31/2023,,POINT (0 0)
0003396566-0001-0,JW9934 INC,,244 S OXFORD AVENUE SUITE #4,LOS ANGELES,90004-5126,244 OXFORD 90004,,,,722110,Full-service restaurants,10,10/30/2023,,POINT (34.0699 34.0699)
0003396573-0002-8,LA CASA DEL TAMAL COLOMBIANO,,10163 PETIT AVENUE,NORTH HILLS,91343-1041,10163 Petit 91343-1041,,,,722513,Limited-Service Restaurants,12,06/01/2024,,POINT (-118.4988 34.2555)
0003396664-0001-9,F G QUEBOBS INC,QUEBOBS,2352 S SEPULVEDA BLVD #K210,LOS ANGELES,90064-1911,2352 SEPULVEDA 90064-1911,3560 S LA CIENEGA BLVD SUITE #F,LOS ANGELES,90016-4400,722110,Full-service restaurants,5,11/06/2023,,
0003396670-0001-4,CASA IPANEMA LLC,,501 S OLIVE STREET,LOS ANGELES,90013-1006,501 OLIVE 90013,,,,722110,Full-service restaurants,14,11/15/2023,,POINT (34.0494 34.0494)
0003396681-0002-1,ZHEN YU KIM,SOONDAE NARA,807 S ARDMORE AVENUE,LOS ANGELES,90005-2411,807 Ardmore 90005-2411,,,,722110,Full-service restaurants,10,07/01/2024,,POINT (-118.3021 34.0574)
0003396686-0001-5,MIGUEL JIMENEZ,CHURROS EL BOM BON,14104 S VERMONT AVENUE,GARDENA,90247-2206,14104 Vermont 90247-2206,,,,722110,Full-service restaurants,15,11/01/2023,,POINT (-118.2912 33.9037)
0003396805-0001-8,E&M CALIFORNIA CORPORATION,THE LITTLE ITALY,691 IROLO STREET APT #501,LOS ANGELES,90005-4105,691 IROLO 90005,,,,722110,Full-service restaurants,10,08/28/2023,,POINT (34.0601 34.0601)
0003397081-0001-1,ARACELI INFANTE,BIRRIERIA APATZINGAN I 2,10676 BALBOA BLVD,GRANADA HILLS,91344-6329,10676 BALBOA 91344-6329,,,,722110,Full-service restaurants,0,09/14/2023,,POINT (-118.5019 34.2643)
0003397322-0001-8,ALTA CALIFORNIA RESTAURANT LLC,,23233 SATICOY STREET SUITE #104,CANOGA PARK,91304-5363,23233 SATICOY 91304,,,,722110,Full-service restaurants,12,09/27/2023,,POINT (34.2089 34.2089)
0003397632-0001-6,IKRE 2 INC,ANGRY BOY BURGER,14557 VANOWEN STREET,VAN NUYS,91405-3941,14557 Vanowen 91405-3941,14557 VANOWEN STREET,VAN NUYS,91405-3941,722110,Full-service restaurants,6,10/16/2023,,POINT (-118.4508 34.1942)
0003397654-0001-2,GOUT ACQUIS,,528 WALL STREET APT #305,LOS ANGELES,90013-1220,528 WALL 90013-1220,,,,722110,Full-service restaurants,14,10/20/2023,,
0003397769-0001-7,BRADY LEFFLER,HI-FI PIZZA PI,5181 W 20TH STREET,LOS ANGELES,90016-,5181 20TH 90016,5181 W 20TH STREET,LOS ANGELES,90016,722110,Full-service restaurants,0,10/20/2023,,
0003398298-0001-0,EL AJI PICANTE FINE PERUVIAN CUISINE INC,,20905 LASSEN STREET,CHATSWORTH,91311-4285,20905 Lassen 91311-4285,,,,722110,Full-service restaurants,12,10/24/2023,,POINT (-118.5888 34.2501)
0003398425-0001-7,JUAN ROSALES,PUPUSERIA LA QUEBRADA,1111 PACIFIC COAST HIGHWAY   SUITE #1,HARBOR CITY,90710-,1111 PACIFIC COAST 90710,1111 PACIFIC COAST PLACE,HARBOR CITY,90710,722110,Full-service restaurants,0,08/18/2023,,
0003398689-0001-3,PHO GYU WESTERN LLC,PHO GYU VIETNAMESE NOODLE HOUSE,705 S WESTERN AVENUE,LOS ANGELES,90005-3113,705 WESTERN 90005-3113,3930 BROADWAY PLACE,LOS ANGELES,90037,722110,Full-service restaurants,0,11/01/2023,,POINT (-118.3092 34.0595)
0003398740-0001-6,PHARADEE KETCHAN,,1711 CAHUENGA BLVD,LOS ANGELES,90028-,1711 CAHUENGA 90028,1217 NORMANDIE AVENUE,LOS ANGELES,90029,722110,Full-service restaurants,0,10/26/2023,,
0003398767-0001-5,CHIMMELIER 7363 MELROSE INC,CHIMMELIER,7363 MELROSE AVENUE,LOS ANGELES,90046-,7363 MELROSE 90046,2500 W 8TH STREET SUITE #103,LOS ANGELES,90057,722110,Full-service restaurants,0,12/31/2023,,
0003398773-0001-1,CHONG KIM LEE / DAL YONG LEE,DOLSAN KARAOKE BAR,976 S WESTERN AVENUE,LOS ANGELES,90006-1007,976 Western 90006-1007,,,,722110,Full-service restaurants,10,10/24/2023,,POINT (-118.3089 34.0532)
0003398837-0001-2,DTLA9346 LLC,AYCE SUSHI,9346 CORBIN AVENUE,NORTHRIDGE,91324-,9346 CORBIN 91324,686 N SPRING STREET SUITE #103,LOS ANGELES,90012,722110,Full-service restaurants,0,12/01/2023,,
0003398851-0001-2,ATHAICUISINE88 CORPORATION,,804 5TH STREET,MANHATTAN BEACH,90266-,804 5TH 90266,1711 CAHUENGA BLVD,LOS ANGELES,90028,722110,Full-service restaurants,0,10/27/2023,,
0003399099-0001-5,NORTH RESTAURANTS LLC,NORTH ITALIA,6600 TOPANGA CANYON BLVD   SUITE #52,CANOGA PARK,91303-,6600 TOPANGA CANYON 91303,26901 MALIBU HILLS ROAD,CALABASAS,91301,722110,Full-service restaurants,0,12/01/2023,,
0003399134-0001-9,ANTHONY PARETTI,BEHOLD BURGER,11419 SANTA MONICA BLVD,LOS ANGELES,90025-3009,11419 SANTA MONICA 90025-3009,11419 SANTA MONICA BLVD,LOS ANGELES,90025,722110,Full-service restaurants,0,11/01/2023,,POINT (-118.4516 34.046)
0003399137-0001-2,QUE RICOS FRESH MEXICAN KITCHEN,,1000 N SOTO STREET,LOS ANGELES,90033-1331,1000 Soto 90033-1331,,,,722110,Full-service restaurants,14,11/01/2023,,POINT (-118.2033 34.0533)
0003399208-0001-4,MAGNOLIA THAI CUISINE INC,MAGNOLIA THAI CUISINE,11688 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601-3064,11688 Magnolia 91601-3064,,,,722110,Full-service restaurants,2,10/27/2023,,POINT (-118.3873 34.1647)
0003399241-0001-7,OTHELLOS PLANT BASED KITCHEN INC,,21789 VENTURA BLVD,WOODLAND HILLS,91364-1835,21789 VENTURA 91364-1835,,,,722110,Full-service restaurants,3,11/01/2023,,POINT (-118.6026 34.1685)
0003399257-0001-8,CHEF KANG KFOOD INTERNATIONAL INC,CHEF KANG HANEUEM,539 S WESTERN AVENUE,LOS ANGELES,90020-4207,539 Western 90020-4207,,,,722110,Full-service restaurants,10,10/20/2023,,POINT (-118.3093 34.0646)
0003399258-0001-2,KOREANFOOD BY CHEF KANG INC,CHEF KANG GGOR GHAP KIMBOB,3959 WILSHIRE BLVD SUITE #B9,LOS ANGELES,90010-3315,3959 Wilshire 90010-3315,,,,722110,Full-service restaurants,10,10/15/2023,,POINT (-118.3133 34.062)
0003399260-0001-0,UNLIMITED HANSHIK BY CHEF KANG INC,CHEF KANG DASOM,3959 WILSHIRE BLVD SUITE #A5,LOS ANGELES,90010-3315,3959 Wilshire 90010-3315,,,,722110,Full-service restaurants,10,10/22/2023,,POINT (-118.3133 34.062)
0003399451-0001-7,TIME THAI EATERY,,2352 S SEPULVEDA BLVD UNIT #310,LOS ANGELES,90064-1911,2352 Sepulveda 90064-1911,9318 ORION AVENUE,NORTH HILLS,91343-3212,722110,Full-service restaurants,5,11/02/2023,,POINT (-118.4353 34.0377)
0003399492-0001-6,6630 SUNSET RESTAURANT LLC,KENSHO,6630 W SUNSET BLVD,LOS ANGELES,90028-,6630 SUNSET 90028,6925 HOLLYWOOD BLVD,LOS ANGELES,90028,722110,Full-service restaurants,0,11/02/2023,,
0003399552-0001-0,RESEDA 9 INC,,9250 RESEDA BLVD   UNIT #4,NORTHRIDGE,91324-,9250 RESEDA 91324,9250 RESEDA BLVD UNIT #4,NORTHRIDGE,91324,722110,Full-service restaurants,0,11/01/2023,,
0003399578-0001-4,JOES FALAFEL MJ,,3535 CAHUENGA BLVD   SUITE #105,LOS ANGELES,90068-,3535 CAHUENGA 90068,3535 CAHUENGA BLVD SUITE #105,LOS ANGELES,90068,722110,Full-service restaurants,0,11/01/2023,,
0003399759-0001-8,EMMA GHANN,FAVOR&FLAVOR  AFRICAN CUISINES,6211 10TH AVENUE,LOS ANGELES,90043-,6211 10TH 90043,6211 10TH AVENUE,LOS ANGELES,90043,722110,Full-service restaurants,0,07/01/2023,,
0003400065-0001-9,TAQUERIA TACO LOCO 4 INC,TAQUERIA TACO LOCO 4,128 E PACIFIC COAST HIGHWAY,WILMINGTON,90744-2613,128 Pacific Coast 90744-2613,,,,722110,Full-service restaurants,15,10/01/2023,,POINT (-118.2619 33.7909)
0003400102-0001-1,ABUNDANT SUCCESS LLC,FLOUR PIZZERIA AND CAFE,847 VIA DE LA PAZ,PACIFIC PALISADES,90272-3618,847 VIA DE LA PAZ 90272-3618,,,,722110,Full-service restaurants,11,05/01/2023,,POINT (-118.5278 34.0461)
0003400166-0001-1,AMILCAR DE LEON,MENCHITA MEAT MARKET,2930 BEVERLY BLVD,LOS ANGELES,90057-,2930 BEVERLY 90057,2528 W 7TH STREET,LOS ANGELES,90057,722110,Full-service restaurants,0,11/09/2023,,
0003400372-0001-3,HN WESTCHESTER LLC,HIRONORI CRAFT RAMEN,8321 LINCOLN BLVD,LOS ANGELES,90045-2413,8321 LINCOLN 90045-2413,17109 EDWARDS ROAD,CERRITOS,90703,722110,Full-service restaurants,0,11/01/2023,,POINT (-118.4215 33.9619)
0003400441-0001-6,GON JI AM LOS ANGELES CORPORATION,GON JI AM LOS ANGELES,4653 1/2 BEVERLY BLVD,LOS ANGELES,90004-3101,4653 BEVERLY 90004-3101,800 W 1ST STREET APT #1907,LOS ANGELES,90012,722110,Full-service restaurants,0,12/01/2023,,POINT (-118.3111 34.0766)
0003400492-0001-9,THREE SQUIRRELS LLC,,6051 HOLLYWOOD BLVD   SUITE #101,LOS ANGELES,90028-,6051 HOLLYWOOD 90028,6051 HOLLYWOOD BLVD SUITE #101,LOS ANGELES,90028,722110,Full-service restaurants,0,11/01/2023,,
0003400528-0001-9,2P LLC,THAI SILK EXPRESS,1260 S SOTO STREET #17,LOS ANGELES,90023-2631,1260 Soto 90023-2631,,,,722110,Full-service restaurants,14,12/01/2023,,POINT (-118.2192 34.0268)
0003400550-0001-3,ENIA GARCIA PEREZ,ENIA TACOS,6633 WOODLEY AVENUE APT #15,VAN NUYS,91406-6833,6633 Woodley 91406-6833,,,,722110,Full-service restaurants,6,11/13/2023,,POINT (-118.4843 34.1913)
